credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,PD,Expected_Loss,Actual_Default
0,4861.48112,7457.697494,82237.88488,5,742,1.5555161170609076e-19,6.805901011452582e-16,0
2,2924.830089,8032.042726,66452.67857,8,698,4.4367742983161846e-14,1.1679129869235336e-10,0
0,4885.879976,5378.457049,78738.14725,6,658,2.5893903075417972e-20,1.1386305228300254e-16,0
0,4444.967999,2460.232605,80873.28236,7,587,1.1139697407922744e-22,4.456403864708386e-19,0
0,6639.630981,7123.911326,107874.2084,5,676,6.250966181280757e-22,3.735369784657348e-18,0
1,5188.994387,9049.983156,80374.47639,5,602,5.654988792638699e-13,2.6409334593195104e-09,0
3,3522.147396,15298.94658,85473.32776,5,661,0.00011040223234717902,0.3499676416567832,0
1,6295.80922,10218.60009,96096.09664,5,654,5.836701957693215e-15,3.30720857996733e-11,0
1,3160.816867,8230.537074,71545.25362,5,661,1.4635734145145627e-13,4.1634787812213714e-10,0
1,6529.275148,7877.780343,84370.25516,6,647,7.276055131246779e-16,4.2756629349534724e-12,0
1,3840.493503,5763.73243,62316.11558,5,722,1.4004883218989463e-14,4.840709671152248e-11,0
0,6064.123004,4651.182782,83316.08541,4,602,7.143593233476233e-18,3.898766525250777e-14,0
0,3585.838879,4380.870594,66864.54125,5,633,5.7194255255257675e-18,1.8458044573477773e-14,0
5,4252.76052,21248.17432,77397.40207,4,723,0.9999999773272895,3827.4843812205527,1
0,2940.651198,1378.601677,56505.22936,5,659,6.391159220012065e-19,1.6914753015243503e-15,0
0,2965.658923,541.9832492,54198.32492,3,639,2.2624328856871484e-16,6.038643847614058e-13,0
0,5204.411354,5736.445577,75444.8671,3,586,7.857257960497571e-15,3.68031622868284e-11,0
5,2647.604959,18833.74441,63210.53902,4,584,0.9999999998532325,2382.8444627502754,1
1,3227.725221,9740.747905,98213.84983,7,694,3.147689186510346e-19,9.143888197651576e-16,0
0,2929.855063,2017.861867,46327.11251,2,581,2.708498454956258e-12,7.1419571202431435e-09,0
5,5230.023441,20592.99893,74008.63426,4,582,0.9999999999002678,4707.021096430559,1
1,2805.05126,3724.196272,40083.21537,7,669,1.1843636188019528e-14,2.98998059509672e-11,0
5,4887.813679,20818.42438,75726.96177,2,680,0.9999999999850768,4399.0323110343525,1
0,2964.516494,511.7081953,51170.81953,3,619,1.1223172141429823e-15,2.994415103544301e-12,0
2,1969.732415,4116.430817,29318.71125,6,697,4.0535161878532596e-09,7.1859080069476144e-06,0
0,4596.494359,3640.377834,65386.76231,3,613,2.8623818280633207e-15,1.1841229733397447e-11,0
0,2410.276306,2334.847967,32442.64047,4,597,5.657429778403252e-13,1.2272372052969771e-09,0
0,3901.803333,4341.529579,80460.04557,4,587,6.736499993126286e-18,2.3656048313341157e-14,0
5,3833.527585,17767.90996,66502.98592,3,602,0.9999999998802414,3450.1748260868117,1
0,3310.669146,573.0069809,57300.69809,3,533,3.890074517419938e-15,1.1590874712416726e-11,0
4,4604.794675,16449.75124,70002.74967,6,692,0.8009433546859883,3319.361725171208,1
0,3103.672266,5175.166968,76971.70181,5,640,4.473409755570153e-19,1.249559801353523e-15,0
5,2638.14481,10199.14384,37537.18337,6,580,0.999997671644546,2374.3248007150287,1
4,4221.833671,16128.47822,71658.90999,6,669,0.7328744262218191,2784.6665363142733,1
5,3401.142697,15027.7394,48269.24573,4,627,0.9999999991182857,3061.028424601048,1
5,4909.279722,29567.24598,91356.96944,3,561,0.9999999999999978,4418.35174979999,1
0,2436.307477,3460.87866,51843.41971,3,524,1.2167911263557062e-12,2.6680295871788926e-09,0
1,4694.803137,4868.535189,77685.717,7,654,1.6186407594945118e-18,6.839279743815807e-15,0
1,4279.362322,9156.030119,70508.55185,5,577,2.2980001124209307e-11,8.850577587341305e-08,0
0,3642.359375,10006.35389,97082.72073,3,686,5.592846442392398e-17,1.8334041005145013e-13,0
0,2014.626282,1123.81405,37759.93791,5,618,4.469191052642935e-16,8.103374778540332e-13,0
5,4403.488239,18757.00865,63099.62173,4,603,0.999999999869627,3963.139414583314,1
3,3015.903829,12098.16743,67256.44314,5,450,0.2835571137734602,769.6628866526106,0
0,5007.970938,2406.980302,71205.05578,4,715,1.7287872417921141e-19,7.791944638392079e-16,0
1,3586.76917,7145.743442,72921.31318,6,648,2.2945923048666258e-15,7.407155643133368e-12,0
1,3456.143747,7042.430192,83812.83065,6,716,5.720693616927026e-18,1.779438552538064e-14,0
2,4940.688717,14969.32919,92952.17262,5,617,3.832527135364787e-08,0.00017041791217763818,0
5,2157.130093,9843.416402,32937.98343,3,543,0.9999999999319305,1941.417083567849,1
5,5299.605945,24534.14902,73401.96116,3,731,0.9999999999972224,4769.645350486752,1
0,2350.311791,2502.357742,46431.99217,2,791,3.038555598876637e-15,6.4273977464839446e-12,0
1,2786.594794,7867.78398,68748.43536,6,598,9.109157009079046e-14,2.2845176549305455e-10,0
5,3966.631672,19461.53672,72168.15809,8,592,0.9999434303584636,3569.766552961387,1
3,4164.052188,13923.64106,68732.13537,4,637,0.1407355819818519,527.4272772728855,0
5,6050.286262,21279.66167,83084.80076,4,532,0.9999999999181095,5445.257635354085,1
5,3460.093408,19597.14788,52979.47258,8,645,0.9999991837103173,3114.081525205305,1
1,2512.959692,6634.904221,57481.5076,5,683,4.5276126687420515e-13,1.023993732378359e-09,0
0,3409.854536,4120.843862,66530.31722,3,633,1.1299124257858214e-15,3.467553309313692e-12,0
0,1056.973813,1463.576575,18677.41524,3,657,1.4592050871049518e-11,1.3881074083796864e-08,0
5,6199.823111,30698.91634,101212.8282,3,638,0.9999999999999218,5579.8407998995635,1
0,2853.326396,3086.037758,43838.53453,5,536,2.624208362369136e-14,6.73895069005661e-11,0
0,3016.964342,665.3644585,60303.19889,3,656,2.2232083482253066e-17,6.036606280289223e-14,0
0,1937.476978,1932.708494,36255.58547,6,671,2.1546330271870472e-17,3.7570966975920167e-14,0
1,5532.637544,9108.425141,94800.20805,6,627,1.8819651269907072e-16,9.371007826278765e-13,0
4,4612.561768,21024.34476,82358.77443,3,631,0.9999995140018959,4151.303573673354,1
3,2705.252837,8613.71696,54347.28277,4,590,0.019598950320587418,47.718104361292056,0
1,2831.062536,7667.151577,71076.73072,5,660,6.713366613095147e-14,1.710536463789019e-10,0
5,3783.789139,17117.42166,67411.48154,3,596,0.9999999996624269,3405.4102239504255,1
1,3865.857592,7919.128636,59878.61129,2,590,2.8428406411862556e-07,0.000989101536801843,0
0,7511.004691,1041.519284,104151.9284,5,605,5.930507246884035e-24,4.0089660976219933e-20,0
1,3491.346185,7005.031789,76522.68894,5,774,1.2913773970868964e-16,4.0577809938431093e-13,0
0,4970.756269,4694.455699,71668.1668,2,681,3.4372129205281175e-15,1.5376992905342645e-11,0
2,2391.604604,4226.474022,49928.51709,8,655,1.2445195468439376e-13,2.6787588101999596e-10,0
5,3587.778244,20172.8603,72508.14493,5,567,0.9999999975148754,3229.000411575532,1
1,3493.359617,7914.060265,71569.4824,6,706,1.3924968216278944e-15,4.3780429471281645e-12,0
0,4380.73489,5600.965662,79604.12964,6,673,1.2704109419393522e-20,5.008800184192336e-17,0
1,3381.522655,7252.425046,71085.64529,5,638,1.0222070520809456e-13,3.1109546742412346e-10,0
1,4355.778468,5274.996238,68573.05178,6,594,5.7824150894078975e-15,2.2668227225533096e-11,0
1,2754.354418,6672.483701,49824.74481,3,663,3.3910119140062643e-09,8.406043782150411e-06,0
5,4205.844147,22134.62252,76671.55087,6,644,0.9999999020660157,3785.259361594433,1
5,6068.572941,26778.17344,84782.81686,2,647,0.9999999999999902,5461.715646899947,1
0,2736.434392,2956.907061,46815.77975,6,625,2.2890774329919175e-17,5.637519192231143e-14,0
3,4526.148895,15238.08168,79069.37638,4,636,0.04697587491792454,191.35782391628015,0
0,4441.364812,7023.058322,89144.88123,5,489,4.3137239053514697e-17,1.7242939405720112e-13,0
0,4127.734805,5342.065202,70517.06199,6,725,2.3632486183920487e-20,8.779377217504521e-17,0
1,4282.311722,6595.683073,73846.5617,5,696,3.535078301459046e-15,1.3624476523673332e-11,0
0,7296.431317,5902.421146,93198.26737,4,662,4.288238937935062e-19,2.8159956793375383e-15,0
0,6461.355169,7322.208479,70210.35346,2,719,1.2981582485339204e-13,7.549075358410171e-10,0
0,3900.897404,3543.919718,56468.10082,4,593,3.597651419947621e-15,1.263066217611353e-11,0
3,4905.656536,14468.18815,70017.6219,2,601,0.996921929382025,4401.500920879195,1
0,2852.449599,5032.469818,53317.56155,4,649,7.324245143550371e-15,1.8802836110428157e-11,0
5,5298.1173,22999.81056,70770.89275,4,522,0.999999999999857,4768.305569999318,1
0,3249.630034,4994.856395,73161.47914,4,668,8.006565176430839e-18,2.3416537199857344e-14,0
0,4193.488714,4595.830564,64836.96601,3,623,7.81211849400802e-15,2.948402766334798e-11,0
1,3601.884932,7699.794629,81221.86349,5,610,2.2345818851843872e-14,7.243836139409219e-11,0
2,3465.955064,8764.780568,60935.53267,7,680,2.9259252423114624e-11,9.127012869427357e-08,0
1,3158.951334,5915.340698,52077.31129,5,799,2.340130646516629e-14,6.653122944793188e-11,0
5,1664.768362,7190.49662,25197.89763,4,560,0.9999999902725366,1498.291511225424,1
0,2886.719592,1119.49684,41071.6761,3,535,1.1240032481223137e-12,2.920213978043688e-09,0
0,3568.769822,5587.352361,63340.25173,4,709,1.2148939567993367e-16,3.9021092009600803e-13,0
0,6418.647773,6256.88366,141110.2435,6,587,5.269377430315337e-27,3.0440049937371e-23,0
0,4433.892062,5121.24953,60625.67951,6,723,4.956786858324507e-19,1.978007211373585e-15,0
0,2852.558695,1842.630424,47951.67647,4,683,1.3279358984411426e-16,3.409213584150827e-13,0
0,4867.783797,3696.359468,75701.77067,5,760,3.1340113696894476e-21,1.3730120788489262e-17,0
0,4491.742518,5944.458739,87477.54162,6,716,4.125319983122536e-22,1.6676887651691884e-18,0
4,6897.125256,27157.40399,117744.2753,5,580,0.9999038539227114,6206.815912015861,1
0,3765.302218,4104.705296,61213.55762,3,598,2.3446320683122283e-14,7.945423494488964e-11,0
0,2909.447925,2713.013317,62340.39145,2,616,1.3494289997689835e-14,3.533484062981425e-11,0
2,5958.672142,18373.55055,130755.3505,5,627,3.469644756859375e-11,1.8607027999800887e-07,0
2,4361.653648,11281.4183,79072.475,8,780,1.0062737247553963e-14,3.9501157162193305e-11,0
0,4642.159329,2902.602685,76374.3007,4,704,8.291171202163274e-20,3.464004397001255e-16,0
0,5152.79584,2120.374752,75502.21998,5,499,3.0041756928160612e-18,1.3931913611314547e-14,0
2,2262.097692,9919.416299,68565.06032,5,599,3.369577272606513e-08,6.860081674240961e-05,0
5,3098.497083,13927.95002,50424.70091,2,599,0.9999999999866669,2788.647374662819,1
1,2418.215637,5451.023843,76622.95688,7,668,1.084723539548794e-18,2.360785882642993e-15,0
0,3950.971311,4375.875642,62224.49724,6,724,7.888543160158589e-20,2.8050666940234676e-16,0
5,4106.734829,19894.14153,72666.9164,4,556,0.9999999998755109,3696.061345639881,1
0,2582.405695,1459.953649,39906.80807,2,604,3.6256337923126922e-12,8.42657161792747e-09,0
4,2353.462729,12250.7384,59191.24807,7,639,0.03720621777028113,78.8071021284727,0
0,5194.047143,4637.620677,86460.16975,3,673,2.516822879702986e-18,1.1765247018982493e-14,0
2,2962.697371,6857.301686,65269.91096,8,692,1.5094671520896784e-14,4.024884926796253e-11,0
1,4295.827061,8707.520518,62352.56975,3,605,1.7555507894669313e-08,6.787388329516762e-05,0
0,4372.81312,5766.080428,75490.44866,4,749,1.2371202188543184e-18,4.8687259716210915e-15,0
0,3252.906352,3428.839287,69191.62324,5,483,1.0041487429280083e-16,2.939761641801e-13,0
2,2420.921903,4096.213675,40491.83663,7,716,4.3808694943637406e-12,9.545168621780744e-09,0
2,6024.14638,12095.88339,88905.25825,5,683,4.0445415785065794e-10,2.1928419458027907e-06,0
0,2625.801603,1680.6826,45110.45924,5,684,1.3463052950203356e-17,3.181617541612607e-14,0
3,6180.37994,18065.58138,99018.10308,6,533,0.001309296695030213,7.2827559265257245,0
1,4526.180374,7629.265313,90306.22431,5,678,1.7191843907415734e-16,7.00320478379549e-13,0
1,5542.232712,7211.444363,92693.83909,7,719,6.347557932892488e-20,3.166167889529266e-16,0
0,3682.583872,4752.529735,52853.61822,2,646,2.630213517581257e-12,8.717383691785014e-09,0
1,4271.254591,9392.073484,84613.57034,6,569,2.845970019320418e-14,1.0940276259783624e-10,0
0,4348.701814,836.3123089,83631.23089,5,674,6.252996150463549e-23,2.447317413221027e-19,0
5,6239.887461,22242.7118,72296.38158,4,664,0.9999999999443019,5615.898714587205,1
5,4735.852274,19508.48471,71135.54341,4,538,0.9999999999469258,4262.267046373783,1
1,3677.210009,3805.643206,48662.14114,5,620,1.976327199234325e-12,6.540633142275057e-09,0
0,5056.59873,7618.812873,89340.89842,3,524,1.0801563494376453e-14,4.91572550229105e-11,0
0,5039.020817,8949.138522,91290.67373,3,716,5.460967706331789e-17,2.4766136957853565e-13,0
0,3084.654166,2775.939053,44432.681,6,619,5.4685764128969136e-17,1.518180031271862e-13,0
0,3096.10311,2129.218585,59041.41,6,800,4.343886667331367e-22,1.2104208918190963e-18,0
3,3518.762182,13286.8404,66812.45997,5,627,0.007437575465635266,23.553953346823572,0
1,3183.338759,6043.563397,64565.23226,5,729,5.870848478573692e-15,1.6820009559053835e-11,0
0,3017.627527,4642.463888,61461.31561,5,571,2.9292458484655477e-16,7.955435615112097e-13,0
4,2777.819693,15448.12601,63625.23216,2,477,0.9999999972946823,2500.0377169366034,1
1,4581.01363,10716.1899,75603.12284,4,557,1.6172460001080252e-09,6.6677633726020605e-06,0
0,3869.064765,4520.03888,62656.31537,3,683,1.5456309997517883e-15,5.3821317967482315e-12,0
2,2270.253031,6976.434579,49300.86063,6,593,1.6928929392131394e-08,3.4589657937664166e-05,0
0,5035.029552,2571.503325,76063.76383,4,625,1.0231408959967265e-18,4.6363901824829495e-15,0
0,3203.926998,3322.744854,66458.96563,4,601,5.97270828206028e-17,1.7222509184464018e-13,0
1,1922.107037,5504.450441,51784.45924,5,604,6.168604395180539e-12,1.067104612480108e-08,0
1,4008.007111,6250.886927,59624.25849,5,653,7.556883631479376e-13,2.7259238998771956e-09,0
1,4791.819054,6151.922931,65477.74234,5,656,1.3420807485096415e-13,5.787907292443573e-10,0
1,6232.857601,10213.23346,119196.5989,5,612,1.529346299454433e-17,8.578977936404207e-14,0
5,7110.394705,28424.25661,97049.56685,4,634,0.9999999999949514,6399.355234467692,1
5,4682.561454,19147.25447,63515.42065,3,551,0.9999999999992459,4214.305308596822,1
0,2147.467355,3263.402738,50347.17116,5,568,1.0208981426464645e-15,1.9731108907020747e-12,0
1,1988.264097,4730.369351,42299.0917,6,763,1.1238138409821333e-14,2.0109948405627986e-11,0
2,3816.273508,7636.578665,58634.2615,8,687,6.75668572421289e-13,2.3206824658075905e-09,0
0,5762.513208,5193.353144,89881.21686,2,602,4.662366902206159e-16,2.418025576905453e-12,0
5,3034.356018,14787.33146,53430.32619,3,669,0.9999999980838494,2730.920410967145,1
1,3722.277006,7425.752561,63420.44756,5,649,1.2097826819524658e-12,4.052831633359807e-09,0
0,2496.462503,3153.332381,52450.0429,5,742,1.3863984803930045e-18,3.114982638465585e-15,0
5,3273.84721,20551.52564,70074.28481,3,440,0.9999999999999638,2946.462488999893,1
1,4408.32239,6702.412553,79268.2046,5,610,1.473417483366411e-14,5.845769353567441e-11,0
3,5476.228305,15455.06575,92205.2957,5,603,0.00030048608012346286,1.4809773395075447,0
1,3348.298243,8656.544815,74303.35638,4,738,1.4768835789572976e-13,4.450542023284445e-10,0
0,4224.620829,3210.856377,87341.92211,5,706,1.8017511293847388e-22,6.850543814885739e-19,0
2,2228.164899,7430.4677,61714.77493,8,669,1.633629271397146e-13,3.2759958604554585e-10,0
0,3895.781845,4388.787499,73861.99562,4,644,8.347277667336665e-18,2.926725551242572e-14,0
2,5106.645086,11233.25979,83825.57079,5,688,3.220355290293918e-10,1.4800690366518187e-06,0
4,3923.562277,16067.95465,60866.36145,3,625,0.99999929552847,3531.203561665872,1
1,3563.944952,7529.712648,56908.89225,4,732,1.0123562001421034e-11,3.2471835922101154e-08,0
1,2994.57033,5593.283496,58173.51243,6,615,6.307377235432935e-14,1.6999096256410404e-10,0
0,5925.938523,7753.974198,90952.48595,5,684,1.7982346361887162e-19,9.590605113585243e-16,0
5,2048.664961,12627.52167,42921.19788,3,548,0.9999999999618643,1843.7984648296854,1
0,4473.181539,6029.616654,71510.32548,3,544,1.2328488641253681e-13,4.963281101444445e-10,0
0,2503.859561,3461.885587,47765.1205,2,665,6.234165211507618e-13,1.4048526752718244e-09,0
0,5405.945246,815.4583601,81545.83601,9,640,7.954775142650608e-27,3.8702770978869923e-23,0
0,7209.851465,7195.052546,77213.75402,3,587,9.082771817961728e-14,5.893689212819287e-10,0
5,8638.366979,32789.35274,111631.4497,4,627,0.9999999999996134,7774.530281096995,1
0,4165.313147,3279.303037,56894.93533,3,677,2.320976345424956e-15,8.700833956927125e-12,0
1,2725.307266,5047.941898,47307.93096,4,729,4.587300397470107e-12,1.1251622794094974e-08,0
0,5415.388702,2411.783162,76055.96124,4,631,7.982920096891128e-19,3.890755377150567e-15,0
5,2743.390874,10823.12639,38396.60786,3,487,0.9999999999893812,2469.051786573782,1
0,3730.506586,1580.74905,68421.66745,4,695,1.3814563925441843e-19,4.638178953592093e-16,0
3,3715.518342,11072.18692,55280.20089,4,503,0.9403115120960946,3144.370203348115,1
1,3156.104958,6834.163184,63490.985,7,642,1.756724521948855e-15,4.9899662762066645e-12,0
0,2415.498387,2094.253914,59899.10853,4,713,1.2421792948783175e-18,2.700433874829036e-15,0
0,4051.722723,1332.29163,67055.39596,4,561,1.696717697553824e-17,6.187166684725563e-14,0
0,4766.648001,2501.730397,74356.88347,5,612,1.304717940968736e-19,5.597218048668715e-16,0
1,5408.150144,6862.918543,64937.7403,4,658,9.236687686627029e-12,4.4958054458263494e-08,0
0,3883.3705,6122.972101,72150.54317,4,728,9.644868514796585e-18,3.3709138080065885e-14,0
1,5691.22372,13366.63003,93804.78412,5,712,1.1168647480790626e-13,5.720694431669447e-10,0
0,3269.579358,4039.230659,49179.04317,2,659,1.6070814477203879e-12,4.729032295282203e-09,0
5,5190.695843,31527.18281,95946.53116,6,549,0.9999999999983664,4671.626258692369,1
0,3828.926636,4685.08489,73368.43289,4,565,2.1449556638134558e-16,7.391590086792963e-13,0
0,4545.342262,6554.99744,81556.14511,5,547,3.574760448466419e-17,1.462365876864644e-13,0
0,3369.767591,4318.352065,53874.56161,3,698,8.904688726341413e-15,2.7006058330171524e-11,0
1,2503.662917,3537.148816,36984.69156,6,735,3.689980431369308e-14,8.3146204534275e-11,0
0,7280.506879,6957.9125,113563.3412,4,569,7.116999522507817e-20,4.663382758331208e-16,0
0,3373.47251,3569.842398,63704.98409,2,628,2.464147231139629e-14,7.48145965035794e-11,0
0,7581.974788,9377.481308,116633.598,4,544,2.3035682961678887e-18,1.5719037069582945e-14,0
0,5929.365413,8625.555369,89048.5931,4,712,7.36343129328085e-18,3.92944273482432e-14,0
1,4733.810741,8833.764504,67569.62414,2,581,1.877501580834865e-07,0.0007998963434640507,0
5,6172.034523,24334.71678,88288.33936,6,640,0.9999999422666934,5554.830750001235,1
0,3483.573256,2377.124931,73505.02457,6,654,1.1013157560515364e-21,3.452862702773297e-18,0
0,3886.940833,4849.429314,69680.71633,4,716,5.179629118146316e-18,1.811962072720683e-14,0
2,6429.993465,13936.98887,92841.0431,6,651,3.4730312360133064e-10,2.0098411336175787e-06,0
1,5139.446147,7784.205356,68254.00717,4,633,2.4772450338908926e-11,1.1458500700144888e-07,0
4,2940.564615,12566.44318,61022.53393,7,692,0.007292653336222125,19.300066514960832,0
2,4028.288581,11271.08229,97480.08346,8,688,5.637981593894089e-16,2.0440275187114562e-12,0
0,3072.072123,6219.588634,59015.2295,3,592,8.500899548137209e-13,2.3503838870030056e-09,0
0,3095.477874,4733.760901,79670.08558,4,630,2.370731506055874e-18,6.60469222997159e-15,0
0,4130.422885,1749.347943,59001.9326,2,484,1.6063008218559069e-12,5.971231507309151e-09,0
1,4066.61649,9928.539503,82726.57375,5,725,8.206583427224174e-15,3.0035724742539486e-11,0
0,2326.463327,3901.499392,54058.54486,4,600,4.771465168709913e-15,9.990574857955332e-12,0
0,5291.484161,846.7774634,84677.74634,3,662,3.019077046182157e-20,1.4377858533640396e-16,0
1,5181.128283,10909.31551,88616.83861,3,670,1.602152332377143e-11,7.470861086658269e-08,0
1,3106.842142,6257.336954,53667.12682,6,673,9.919733145467263e-14,2.7737140476358723e-10,0
0,2692.629443,2025.800658,49078.73029,4,607,1.4974424848423028e-15,3.6288519514969188e-12,0
0,4180.075427,5422.842875,63086.00451,3,650,1.753377177032232e-14,6.596323966777554e-11,0
5,7605.778714,32759.36273,106602.888,4,627,0.9999999999998661,6845.200842599083,1
0,4045.49934,3787.947808,63431.77428,4,673,3.886192590140953e-17,1.4149430602675304e-13,0
1,4808.833038,7880.010774,74480.22545,6,605,3.112817222273169e-14,1.3472116469750346e-10,0
1,5304.6146,7155.58766,75221.17561,8,706,1.2565765335045466e-18,5.999088803081046e-15,0
1,7112.408788,6149.037379,98891.76339,7,663,2.793287090001692e-20,1.7880299681701482e-16,0
0,4437.724842,1156.488637,95998.56939,6,715,2.980424080895308e-26,1.1903671785135712e-22,0
1,6038.863169,12789.22767,102087.9856,5,716,3.629075686826743e-15,1.972394235242226e-11,0
0,3179.611746,3825.026832,55370.94856,3,703,2.1059392676284622e-15,6.026462308542687e-12,0
4,4262.528878,15385.34988,63784.57935,2,595,0.99999991399262,3836.2756602519535,1
1,3133.947475,8395.364247,65640.61526,4,621,7.83570439835376e-11,2.2101017412660441e-07,0
3,5723.662357,16949.28631,76539.40399,3,528,0.9993369526683856,5147.880568152416,1
5,3783.690047,20735.26762,76718.34207,4,554,0.9999999998519655,3405.3210417958953,1
1,4056.767176,8504.776216,63345.88515,6,652,3.6597608029763363e-13,1.3362117747773224e-09,0
5,7177.776071,40614.44432,124551.1093,5,593,0.9999999999999964,6459.998463899978,1
1,5407.245534,10564.85666,84186.17175,5,707,4.501921361204793e-14,2.1908694757314434e-10,0
1,5288.426456,5237.528081,83910.92987,6,670,4.883083004046484e-18,2.3241442810899044e-14,0
1,3368.875863,4537.844715,49032.19393,6,637,1.4410274376462723e-13,4.369178297346538e-10,0
2,3599.253309,5740.888501,52190.16077,7,656,1.5210945832164406e-11,4.927324240749375e-08,0
1,5416.752289,9655.122537,99014.40994,5,673,3.54101366487201e-16,1.7262714487118163e-12,0
0,5827.502876,6794.448993,81276.61839,2,662,9.383643321884652e-15,4.92148876010769e-11,0
5,4552.489685,20163.05004,83189.51119,8,659,0.9948887021443538,4076.298498811687,1
2,2823.802306,8406.342618,60689.2242,6,617,2.0073865713500632e-09,5.101616546290568e-06,0
5,4000.394434,24050.63054,74066.47152,3,577,0.9999999999999338,3600.3549905997615,1
0,2022.298526,2050.954718,38518.10083,4,659,5.464233195191416e-15,9.945279662720284e-12,0
1,2640.865338,5928.048759,46331.28142,6,617,3.455803246075497e-12,8.213679906757798e-09,0
1,2417.495389,6451.060665,61034.7163,6,603,9.878105276667119e-14,2.1492246562559397e-10,0
0,4078.894813,4124.12351,66930.19422,4,581,4.862759423970105e-16,1.7851215772168675e-12,0
1,3963.816545,3988.798833,51369.03235,7,689,4.2116805597097783e-16,1.5024896176349234e-12,0
5,5538.396003,26810.91121,96595.37797,3,592,0.9999999999986777,4984.556402693409,1
1,3951.14364,5614.084721,63057.06409,6,618,1.965082627344079e-14,6.987891352594543e-11,0
1,6168.144822,9159.186271,97538.30305,7,586,2.7861675709506224e-17,1.546693656838506e-13,0
1,4060.010156,7123.780019,73102.82827,5,719,3.899424661340299e-15,1.4248533354838626e-11,0
0,3785.191967,4684.040999,76554.59766,4,679,1.5514488163197204e-18,5.285278437070558e-15,0
0,2467.918634,2086.381692,47280.38135,3,528,6.456610075972008e-13,1.4340949487067127e-09,0
1,3479.722888,11351.81012,83228.34093,3,706,2.1601690756191224e-11,6.765110796943496e-08,0
3,4283.548483,12316.46506,70206.00582,5,546,0.014427124275353132,55.61935767336724,0
4,4168.510821,17283.58372,76030.44019,8,627,0.049397240903533216,185.32163991052983,0
5,5978.270054,27734.45378,87666.52906,4,580,0.9999999999998135,5380.443048598996,1
5,5040.404863,23395.04103,84770.5444,4,566,0.9999999999646059,4536.364376539439,1
1,4575.345036,4936.293447,65049.91986,5,660,2.1314905676065493e-14,8.777074309001503e-11,0
0,4553.503371,4981.147254,71736.34898,3,595,4.6748711046637236e-15,1.9158337200669084e-11,0
5,5179.604575,20550.32829,66333.74538,3,681,0.9999999999833484,4661.644117422377,1
3,6814.88077,14767.88145,81128.43182,3,635,0.4045391698676295,2481.1975884984045,1
5,6073.905476,28829.21096,100031.5932,6,626,0.9999999974401841,5466.514914406728,1
5,2055.451343,12393.46295,43764.18912,3,629,0.9999999988958701,1849.9062066574634,1
0,4190.015732,4996.547499,65163.89977,3,600,2.732651192958491e-14,1.030486633970818e-10,0
0,3566.709054,4400.583413,60204.6502,4,831,9.358008999245803e-19,3.0039565882521136e-15,0
0,2976.601321,510.2035139,51020.35139,2,661,4.711017946989719e-15,1.2620540019837874e-11,0
0,6847.69928,8668.096665,123118.5031,6,594,4.84697800883141e-23,2.987158303912561e-19,0
2,1773.229825,5569.151009,36684.60488,6,661,9.662408937504788e-09,1.5420304538397048e-05,0
0,3143.411443,961.5685286,89629.42048,5,530,8.534437793444761e-22,2.414452447753734e-18,0
1,3568.512309,6805.028035,64457.70302,5,639,4.688254535247918e-13,1.5057084615081545e-09,0
0,4912.120858,7942.70835,89303.25991,4,571,1.9429996898501616e-16,8.58982437324046e-13,0
5,6744.228462,23521.24224,95601.22208,5,485,0.9999999995705962,6069.805613193603,1
0,2567.077596,2155.719156,45305.04362,6,642,6.0806732430586495e-18,1.4048604045767272e-14,0
1,2681.130169,5656.671858,43374.60659,6,697,3.9806338805643664e-13,9.6053378300322e-10,0
0,2042.493602,3838.508156,38660.3946,2,654,2.2492834785668307e-11,4.1347324026513505e-08,0
0,5761.856922,4391.886811,88380.19329,6,757,1.5290914566620057e-23,7.929365574545137e-20,0
0,4324.96727,6172.98775,72525.64577,2,648,4.894390085251592e-14,1.9051269232793082e-10,0
0,3442.494011,2836.647321,49800.50031,6,764,9.08028739822395e-20,2.8132951487890247e-16,0
3,4410.608133,12967.48766,62783.87218,4,584,0.6558105214308086,2603.270897576726,1
4,1062.107526,6355.676575,28769.38458,6,647,0.48094792865175306,459.7365731716242,1
0,2809.628407,5765.036803,72834.19724,4,620,1.1133271374068898e-16,2.815231996388151e-13,0
0,3847.010791,4647.533489,58327.52472,2,682,1.2576718357585613e-13,4.354449411329969e-10,0
0,5129.518792,8264.583305,80557.73564,3,590,4.810643810759163e-14,2.2208659046016855e-10,0
2,2754.493437,6128.039118,50600.02776,5,616,3.210823647589425e-08,7.959773398184526e-05,0
0,4319.181001,4351.797959,65290.51069,4,548,3.925860237988083e-15,1.526085085724952e-11,0
2,3701.603632,9570.96072,61285.79589,5,546,2.524337517048782e-06,0.00840968722935147,0
0,2579.776592,4441.311379,67932.99424,6,565,1.6709283117733347e-18,3.879559571060635e-15,0
0,3457.193148,4388.657881,70572.15059,5,583,9.234717456559477e-18,2.8733581723080066e-14,0
0,3444.872993,2710.889507,74396.13066,3,571,1.0477354181661986e-16,3.248383901265269e-13,0
1,3194.125308,5796.005855,59806.79967,6,679,6.1977477252647265e-15,1.7816744575680745e-11,0
1,3156.940203,6321.184384,61362.2156,5,677,1.408735464974912e-13,4.002564262294078e-10,0
